datum,datum_iso,timestamp_hour,stunde,hour_label,weekday_num,weekday_name,month,month_name,is_weekend,geraet_id,standort,direction,latitude,longitude,speed_limit_kmh,kfz,pkw,lkw,lfw,krad,van_or_bigger,fahrrad,all_vehicles,v_kfz,v_pkw,v_lkw,v85,v85_minus_avg_speed,v85_above_limit,bike_share_all_pct,car_share_motorised_pct,motorbike_share_motorised_pct,van_or_bigger_share_motorised_pct
04.05.2025,2025-05-04,2025-05-04 23:00:00,23,23:00,6,Sunday,5,May,True,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,67,57,3,5,2,8,76,143,26.6,28.2,17.2,36.9,10.3,True,53.1,85.1,3.0,11.9
05.05.2025,2025-05-05,2025-05-05 00:00:00,0,00:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,48,40,3,4,1,7,96,144,28.3,29.8,20.8,37.6,9.3,True,66.7,83.3,2.1,14.6
05.05.2025,2025-05-05,2025-05-05 01:00:00,1,01:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,38,32,2,3,1,5,92,130,30.4,32.1,21.8,40.7,10.3,True,70.8,84.2,2.6,13.2
05.05.2025,2025-05-05,2025-05-05 02:00:00,2,02:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,37,32,2,2,1,4,73,110,29.8,30.3,26.7,40.3,10.5,True,66.4,86.5,2.7,10.8
05.05.2025,2025-05-05,2025-05-05 03:00:00,3,03:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,42,37,1,3,1,4,92,134,30.6,31.1,26.7,39.9,9.3,True,68.7,88.1,2.4,9.5
05.05.2025,2025-05-05,2025-05-05 04:00:00,4,04:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,42,36,2,3,1,5,89,131,26.3,26.6,24.4,33.6,7.3,True,67.9,85.7,2.4,11.9
05.05.2025,2025-05-05,2025-05-05 05:00:00,5,05:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,57,51,2,3,1,5,80,137,36.7,38.2,23.8,43.1,6.4,True,58.4,89.5,1.8,8.8
05.05.2025,2025-05-05,2025-05-05 06:00:00,6,06:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,136,117,6,9,4,15,124,260,33.3,34.2,27.7,41.9,8.6,True,47.7,86.0,2.9,11.0
05.05.2025,2025-05-05,2025-05-05 07:00:00,7,07:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,307,266,10,25,6,35,224,531,29.6,30.8,21.9,38.4,8.8,True,42.2,86.6,2.0,11.4
05.05.2025,2025-05-05,2025-05-05 08:00:00,8,08:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,444,375,28,33,8,61,292,736,19.2,18.3,24.1,25.4,6.2,False,39.7,84.5,1.8,13.7
05.05.2025,2025-05-05,2025-05-05 09:00:00,9,09:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,375,322,22,23,8,45,238,613,27.7,28.5,23.1,33.2,5.5,True,38.8,85.9,2.1,12.0
05.05.2025,2025-05-05,2025-05-05 10:00:00,10,10:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,253,214,17,14,8,31,181,434,33.0,34.5,24.5,38.8,5.8,True,41.7,84.6,3.2,12.3
05.05.2025,2025-05-05,2025-05-05 11:00:00,11,11:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,259,227,14,14,4,28,174,433,27.9,28.2,26.2,34.3,6.4,True,40.2,87.6,1.5,10.8
05.05.2025,2025-05-05,2025-05-05 12:00:00,12,12:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,263,223,19,13,8,32,203,466,33.4,34.9,24.7,40.8,7.4,True,43.6,84.8,3.0,12.2
05.05.2025,2025-05-05,2025-05-05 13:00:00,13,13:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,276,229,17,24,6,41,216,492,28.1,28.7,24.7,38.2,10.1,True,43.9,83.0,2.2,14.9
05.05.2025,2025-05-05,2025-05-05 14:00:00,14,14:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,285,245,17,18,5,35,194,479,27.7,27.9,26.6,36.8,9.1,True,40.5,86.0,1.8,12.3
05.05.2025,2025-05-05,2025-05-05 15:00:00,15,15:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,360,309,25,20,6,45,255,615,39.2,41.2,27.4,46.4,7.2,True,41.5,85.8,1.7,12.5
05.05.2025,2025-05-05,2025-05-05 16:00:00,16,16:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,527,448,18,51,10,69,268,795,28.4,29.4,22.7,34.5,6.1,True,33.7,85.0,1.9,13.1
05.05.2025,2025-05-05,2025-05-05 17:00:00,17,17:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,538,453,35,42,8,77,267,805,27.3,28.8,19.6,35.9,8.6,True,33.2,84.2,1.5,14.3
05.05.2025,2025-05-05,2025-05-05 18:00:00,18,18:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,691,616,21,37,17,58,322,1013,30.5,31.2,25.2,35.4,4.9,True,31.8,89.1,2.5,8.4
05.05.2025,2025-05-05,2025-05-05 19:00:00,19,19:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,572,487,23,45,17,68,329,901,21.2,21.6,19.3,30.9,9.7,True,36.5,85.1,3.0,11.9
05.05.2025,2025-05-05,2025-05-05 20:00:00,20,20:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,328,279,21,24,4,45,214,542,36.7,38.8,24.5,43.1,6.4,True,39.5,85.1,1.2,13.7
05.05.2025,2025-05-05,2025-05-05 21:00:00,21,21:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,211,192,7,10,2,17,167,378,32.0,32.3,28.6,36.6,4.6,True,44.2,91.0,0.9,8.1
05.05.2025,2025-05-05,2025-05-05 22:00:00,22,22:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,126,105,9,10,2,19,132,258,25.9,27.0,20.3,34.3,8.4,True,51.2,83.3,1.6,15.1
05.05.2025,2025-05-05,2025-05-05 23:00:00,23,23:00,0,Monday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,56,49,2,4,1,6,56,112,30.0,30.7,24.6,35.3,5.3,True,50.0,87.5,1.8,10.7
06.05.2025,2025-05-06,2025-05-06 00:00:00,0,00:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,38,33,2,2,1,4,83,121,35.4,36.6,27.7,44.3,8.9,True,68.6,86.8,2.6,10.5
06.05.2025,2025-05-06,2025-05-06 01:00:00,1,01:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,39,33,2,3,1,5,84,123,32.0,32.3,30.4,40.8,8.8,True,68.3,84.6,2.6,12.8
06.05.2025,2025-05-06,2025-05-06 02:00:00,2,02:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,46,39,2,4,1,6,74,120,26.4,25.8,29.8,33.0,6.6,True,61.7,84.8,2.2,13.0
06.05.2025,2025-05-06,2025-05-06 03:00:00,3,03:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,40,36,2,2,0,4,85,125,37.0,38.5,23.5,46.6,9.6,True,68.0,90.0,0.0,10.0
06.05.2025,2025-05-06,2025-05-06 04:00:00,4,04:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,44,39,2,2,1,4,79,123,35.5,37.4,20.7,43.4,7.9,True,64.2,88.6,2.3,9.1
06.05.2025,2025-05-06,2025-05-06 05:00:00,5,05:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,52,46,2,3,1,5,83,135,39.7,41.9,23.2,46.5,6.8,True,61.5,88.5,1.9,9.6
06.05.2025,2025-05-06,2025-05-06 06:00:00,6,06:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,138,115,9,11,3,20,146,284,28.8,29.3,26.7,36.4,7.6,True,51.4,83.3,2.2,14.5
06.05.2025,2025-05-06,2025-05-06 07:00:00,7,07:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,369,321,19,21,8,40,193,562,32.7,34.8,18.4,41.3,8.6,True,34.3,87.0,2.2,10.8
06.05.2025,2025-05-06,2025-05-06 08:00:00,8,08:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,530,459,27,34,10,61,227,757,28.5,29.3,23.7,38.5,10.0,True,30.0,86.6,1.9,11.5
06.05.2025,2025-05-06,2025-05-06 09:00:00,9,09:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,419,359,17,35,8,52,197,616,27.6,28.4,23.3,35.3,7.7,True,32.0,85.7,1.9,12.4
06.05.2025,2025-05-06,2025-05-06 10:00:00,10,10:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,262,220,16,20,6,36,161,423,37.2,39.5,25.3,46.4,9.2,True,38.1,84.0,2.3,13.7
06.05.2025,2025-05-06,2025-05-06 11:00:00,11,11:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,185,164,11,8,2,19,181,366,28.8,28.7,29.8,33.4,4.6,True,49.5,88.6,1.1,10.3
06.05.2025,2025-05-06,2025-05-06 12:00:00,12,12:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,231,203,10,11,7,21,155,386,26.3,27.1,20.4,34.5,8.2,True,40.2,87.9,3.0,9.1
06.05.2025,2025-05-06,2025-05-06 13:00:00,13,13:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,329,273,21,25,10,46,160,489,32.2,34.5,20.7,42.0,9.8,True,32.7,83.0,3.0,14.0
06.05.2025,2025-05-06,2025-05-06 14:00:00,14,14:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,312,268,11,29,4,40,211,523,31.8,33.3,22.2,39.6,7.8,True,40.3,85.9,1.3,12.8
06.05.2025,2025-05-06,2025-05-06 15:00:00,15,15:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,409,351,23,25,10,48,216,625,30.6,32.5,19.1,39.0,8.4,True,34.6,85.8,2.4,11.7
06.05.2025,2025-05-06,2025-05-06 16:00:00,16,16:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,435,377,30,21,7,51,248,683,23.8,23.7,24.9,31.2,7.4,True,36.3,86.7,1.6,11.7
06.05.2025,2025-05-06,2025-05-06 17:00:00,17,17:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,569,487,21,49,12,70,290,859,26.3,27.0,22.1,36.4,10.1,True,33.8,85.6,2.1,12.3
06.05.2025,2025-05-06,2025-05-06 18:00:00,18,18:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,578,496,32,35,15,67,307,885,20.6,20.5,21.4,30.3,9.7,True,34.7,85.8,2.6,11.6
06.05.2025,2025-05-06,2025-05-06 19:00:00,19,19:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,602,507,36,46,13,82,265,867,23.7,24.4,19.9,31.2,7.5,True,30.6,84.2,2.2,13.6
06.05.2025,2025-05-06,2025-05-06 20:00:00,20,20:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,457,390,28,33,6,61,230,687,29.2,29.9,25.3,37.5,8.3,True,33.5,85.3,1.3,13.3
06.05.2025,2025-05-06,2025-05-06 21:00:00,21,21:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,224,191,13,14,6,27,180,404,22.1,21.0,28.7,30.5,8.4,True,44.6,85.3,2.7,12.1
06.05.2025,2025-05-06,2025-05-06 22:00:00,22,22:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,129,109,8,10,2,18,116,245,31.2,31.8,27.9,39.4,8.2,True,47.3,84.5,1.6,14.0
06.05.2025,2025-05-06,2025-05-06 23:00:00,23,23:00,1,Tuesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,65,56,4,4,1,8,102,167,31.2,31.7,28.2,41.5,10.3,True,61.1,86.2,1.5,12.3
07.05.2025,2025-05-07,2025-05-07 00:00:00,0,00:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,40,34,2,3,1,5,88,128,27.6,27.5,27.9,33.8,6.2,True,68.8,85.0,2.5,12.5
07.05.2025,2025-05-07,2025-05-07 01:00:00,1,01:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,45,39,2,3,1,5,88,133,31.9,33.2,23.4,39.7,7.8,True,66.2,86.7,2.2,11.1
07.05.2025,2025-05-07,2025-05-07 02:00:00,2,02:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,47,40,3,3,1,6,53,100,30.7,31.5,26.4,37.2,6.5,True,53.0,85.1,2.1,12.8
07.05.2025,2025-05-07,2025-05-07 03:00:00,3,03:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,46,40,2,3,1,5,71,117,32.4,33.7,24.0,40.0,7.6,True,60.7,87.0,2.2,10.9
07.05.2025,2025-05-07,2025-05-07 04:00:00,4,04:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,41,36,2,2,1,4,86,127,34.1,35.7,22.5,44.4,10.3,True,67.7,87.8,2.4,9.8
07.05.2025,2025-05-07,2025-05-07 05:00:00,5,05:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,66,55,3,6,2,9,80,146,29.9,30.5,26.7,37.9,8.0,True,54.8,83.3,3.0,13.6
07.05.2025,2025-05-07,2025-05-07 06:00:00,6,06:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,134,113,9,8,4,17,149,283,25.1,25.2,25.0,33.7,8.6,True,52.7,84.3,3.0,12.7
07.05.2025,2025-05-07,2025-05-07 07:00:00,7,07:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,394,336,24,26,8,50,180,574,32.0,33.7,22.3,36.5,4.5,True,31.4,85.3,2.0,12.7
07.05.2025,2025-05-07,2025-05-07 08:00:00,8,08:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,449,384,25,34,6,59,262,711,18.4,18.0,20.5,25.4,7.0,False,36.8,85.5,1.3,13.1
07.05.2025,2025-05-07,2025-05-07 09:00:00,9,09:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,408,336,27,36,9,63,209,617,21.9,22.1,21.1,29.2,7.3,False,33.9,82.4,2.2,15.4
07.05.2025,2025-05-07,2025-05-07 10:00:00,10,10:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,245,209,16,15,5,31,188,433,28.3,29.3,22.1,38.7,10.4,True,43.4,85.3,2.0,12.7
07.05.2025,2025-05-07,2025-05-07 11:00:00,11,11:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,221,196,10,11,4,21,189,410,24.5,24.7,23.0,34.3,9.8,True,46.1,88.7,1.8,9.5
07.05.2025,2025-05-07,2025-05-07 12:00:00,12,12:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,303,264,17,15,7,32,133,436,28.1,29.1,21.9,35.4,7.3,True,30.5,87.1,2.3,10.6
07.05.2025,2025-05-07,2025-05-07 13:00:00,13,13:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,297,258,14,17,8,31,218,515,30.4,31.7,22.0,37.3,6.9,True,42.3,86.9,2.7,10.4
07.05.2025,2025-05-07,2025-05-07 14:00:00,14,14:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,285,250,14,17,4,31,236,521,30.7,31.8,23.4,37.1,6.4,True,45.3,87.7,1.4,10.9
07.05.2025,2025-05-07,2025-05-07 15:00:00,15,15:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,422,367,26,23,6,49,201,623,35.3,37.3,21.6,40.1,4.8,True,32.3,87.0,1.4,11.6
07.05.2025,2025-05-07,2025-05-07 16:00:00,16,16:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,525,445,32,42,6,74,213,738,25.6,25.3,27.2,30.7,5.1,True,28.9,84.8,1.1,14.1
07.05.2025,2025-05-07,2025-05-07 17:00:00,17,17:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,723,607,41,54,21,95,274,997,23.3,24.3,18.0,30.0,6.7,False,27.5,84.0,2.9,13.1
07.05.2025,2025-05-07,2025-05-07 18:00:00,18,18:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,690,595,37,44,14,81,335,1025,30.2,31.5,22.1,37.8,7.6,True,32.7,86.2,2.0,11.7
07.05.2025,2025-05-07,2025-05-07 19:00:00,19,19:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,670,570,30,51,19,81,311,981,25.1,25.1,25.2,30.7,5.6,True,31.7,85.1,2.8,12.1
07.05.2025,2025-05-07,2025-05-07 20:00:00,20,20:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,343,299,22,18,4,40,142,485,27.8,28.4,23.9,37.2,9.4,True,29.3,87.2,1.2,11.7
07.05.2025,2025-05-07,2025-05-07 21:00:00,21,21:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,237,204,11,16,6,27,180,417,28.2,30.4,14.8,35.9,7.7,True,43.2,86.1,2.5,11.4
07.05.2025,2025-05-07,2025-05-07 22:00:00,22,22:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,123,107,4,8,4,12,110,233,27.5,27.6,26.9,33.0,5.5,True,47.2,87.0,3.3,9.8
07.05.2025,2025-05-07,2025-05-07 23:00:00,23,23:00,2,Wednesday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,69,60,2,6,1,8,89,158,35.3,36.9,24.2,44.4,9.1,True,56.3,87.0,1.4,11.6
08.05.2025,2025-05-08,2025-05-08 00:00:00,0,00:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,47,40,2,4,1,6,95,142,28.4,29.1,24.0,38.2,9.8,True,66.9,85.1,2.1,12.8
08.05.2025,2025-05-08,2025-05-08 01:00:00,1,01:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,39,33,2,3,1,5,100,139,27.6,27.9,26.4,34.1,6.5,True,71.9,84.6,2.6,12.8
08.05.2025,2025-05-08,2025-05-08 02:00:00,2,02:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,40,33,3,3,1,6,70,110,35.6,37.8,25.1,45.7,10.1,True,63.6,82.5,2.5,15.0
08.05.2025,2025-05-08,2025-05-08 03:00:00,3,03:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,46,39,3,3,1,6,81,127,31.5,32.8,24.4,36.0,4.5,True,63.8,84.8,2.2,13.0
08.05.2025,2025-05-08,2025-05-08 04:00:00,4,04:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,43,37,2,3,1,5,90,133,33.2,34.2,27.6,42.4,9.2,True,67.7,86.0,2.3,11.6
08.05.2025,2025-05-08,2025-05-08 05:00:00,5,05:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,59,50,3,5,1,8,98,157,32.7,34.8,21.0,41.6,8.9,True,62.4,84.7,1.7,13.6
08.05.2025,2025-05-08,2025-05-08 06:00:00,6,06:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,153,127,10,12,4,22,147,300,30.8,31.9,25.3,40.9,10.1,True,49.0,83.0,2.6,14.4
08.05.2025,2025-05-08,2025-05-08 07:00:00,7,07:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,306,270,13,18,5,31,240,546,30.0,30.8,24.5,34.6,4.6,True,44.0,88.2,1.6,10.1
08.05.2025,2025-05-08,2025-05-08 08:00:00,8,08:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,531,451,36,37,7,73,218,749,30.0,31.3,22.3,38.0,8.0,True,29.1,84.9,1.3,13.7
08.05.2025,2025-05-08,2025-05-08 09:00:00,9,09:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,333,295,15,16,7,31,232,565,24.5,24.9,21.9,34.9,10.4,True,41.1,88.6,2.1,9.3
08.05.2025,2025-05-08,2025-05-08 10:00:00,10,10:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,244,212,12,14,6,26,174,418,28.4,29.5,21.5,36.9,8.5,True,41.6,86.9,2.5,10.7
08.05.2025,2025-05-08,2025-05-08 11:00:00,11,11:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,247,213,10,19,5,29,163,410,24.7,24.1,28.3,30.6,5.9,True,39.8,86.2,2.0,11.7
08.05.2025,2025-05-08,2025-05-08 12:00:00,12,12:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,246,215,15,12,4,27,173,419,29.9,30.3,27.3,36.7,6.8,True,41.3,87.4,1.6,11.0
08.05.2025,2025-05-08,2025-05-08 13:00:00,13,13:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,315,270,20,20,5,40,218,533,25.4,26.0,21.5,35.0,9.6,True,40.9,85.7,1.6,12.7
08.05.2025,2025-05-08,2025-05-08 14:00:00,14,14:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,279,250,12,12,5,24,222,501,29.7,30.7,20.8,36.5,6.8,True,44.3,89.6,1.8,8.6
08.05.2025,2025-05-08,2025-05-08 15:00:00,15,15:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,387,333,27,22,5,49,232,619,25.5,26.6,18.9,30.6,5.1,True,37.5,86.0,1.3,12.7
08.05.2025,2025-05-08,2025-05-08 16:00:00,16,16:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,565,500,26,29,10,55,223,788,28.4,30.1,15.1,35.1,6.7,True,28.3,88.5,1.8,9.7
08.05.2025,2025-05-08,2025-05-08 17:00:00,17,17:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,615,532,44,30,9,74,316,931,25.2,26.5,17.1,35.2,10.0,True,33.9,86.5,1.5,12.0
08.05.2025,2025-05-08,2025-05-08 18:00:00,18,18:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,616,520,32,48,16,80,321,937,30.6,32.5,20.7,40.8,10.2,True,34.3,84.4,2.6,13.0
08.05.2025,2025-05-08,2025-05-08 19:00:00,19,19:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,489,428,20,32,9,52,306,795,31.3,32.6,21.6,39.2,7.9,True,38.5,87.5,1.8,10.6
08.05.2025,2025-05-08,2025-05-08 20:00:00,20,20:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,458,393,26,25,14,51,249,707,27.7,28.7,21.2,33.0,5.3,True,35.2,85.8,3.1,11.1
08.05.2025,2025-05-08,2025-05-08 21:00:00,21,21:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,242,213,14,10,5,24,188,430,30.6,31.3,25.9,40.8,10.2,True,43.7,88.0,2.1,9.9
08.05.2025,2025-05-08,2025-05-08 22:00:00,22,22:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,108,91,6,8,3,14,111,219,28.5,29.2,24.7,35.7,7.2,True,50.7,84.3,2.8,13.0
08.05.2025,2025-05-08,2025-05-08 23:00:00,23,23:00,3,Thursday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,76,65,3,6,2,9,112,188,28.5,29.9,20.1,38.0,9.5,True,59.6,85.5,2.6,11.8
09.05.2025,2025-05-09,2025-05-09 00:00:00,0,00:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,46,38,3,4,1,7,80,126,32.1,34.3,21.3,41.0,8.9,True,63.5,82.6,2.2,15.2
09.05.2025,2025-05-09,2025-05-09 01:00:00,1,01:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,43,38,1,3,1,4,98,141,33.4,34.6,24.2,39.1,5.7,True,69.5,88.4,2.3,9.3
09.05.2025,2025-05-09,2025-05-09 02:00:00,2,02:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,34,29,2,2,1,4,74,108,39.6,42.1,25.2,47.0,7.4,True,68.5,85.3,2.9,11.8
09.05.2025,2025-05-09,2025-05-09 03:00:00,3,03:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,45,38,2,4,1,6,96,141,32.5,33.8,25.1,39.8,7.3,True,68.1,84.4,2.2,13.3
09.05.2025,2025-05-09,2025-05-09 04:00:00,4,04:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,47,41,2,3,1,5,89,136,26.7,27.3,22.3,34.2,7.5,True,65.4,87.2,2.1,10.6
09.05.2025,2025-05-09,2025-05-09 05:00:00,5,05:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,59,52,2,4,1,6,81,140,25.3,25.0,27.6,32.7,7.4,True,57.9,88.1,1.7,10.2
09.05.2025,2025-05-09,2025-05-09 06:00:00,6,06:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,153,132,9,8,4,17,117,270,28.3,28.2,28.5,36.6,8.3,True,43.3,86.3,2.6,11.1
09.05.2025,2025-05-09,2025-05-09 07:00:00,7,07:00,4,Friday,5,May,False,DEV-1002,Hermannstraße,Outbound,52.467,13.4315,30,321,270,15,28,8,43,171,492,23.0,24.2,17.0,30.8,7.8,True,34.8,84.1,2.5,13.4
