datum,datum_iso,stunde,geraet_id,standort,latitude,longitude,kfz,pkw,lkw,lfw,krad,fahrrad,v_kfz,v_pkw,v_lkw,v85,modal_share_pkw,modal_share_fahrrad,modal_share_lkw,modal_share_krad
30.11.2023,2023-11-30,22,SEN-002,Boelckestraße,52.4601,13.3849,115,79,9,10,17,117,26.5,26.3,26.0,32.1,34.1,50.4,3.9,7.3
30.11.2023,2023-11-30,23,SEN-002,Boelckestraße,52.4601,13.3849,62,43,4,6,9,71,27.0,27.2,25.0,31.0,32.3,53.4,3.0,6.8
01.12.2023,2023-12-01,0,SEN-002,Boelckestraße,52.4601,13.3849,45,32,3,3,7,67,30.3,31.2,28.2,34.8,28.6,59.8,2.7,6.2
01.12.2023,2023-12-01,1,SEN-002,Boelckestraße,52.4601,13.3849,56,41,2,4,9,55,23.7,23.6,18.2,28.5,36.9,49.5,1.8,8.1
01.12.2023,2023-12-01,2,SEN-002,Boelckestraße,52.4601,13.3849,53,33,4,3,13,65,27.3,27.2,26.4,31.7,28.0,55.1,3.4,11.0
01.12.2023,2023-12-01,3,SEN-002,Boelckestraße,52.4601,13.3849,75,55,4,7,9,94,34.3,36.7,27.6,40.8,32.5,55.6,2.4,5.3
01.12.2023,2023-12-01,4,SEN-002,Boelckestraße,52.4601,13.3849,139,95,7,8,29,150,28.0,28.4,25.9,33.8,32.9,51.9,2.4,10.0
01.12.2023,2023-12-01,5,SEN-002,Boelckestraße,52.4601,13.3849,434,309,28,18,79,473,26.6,26.4,25.2,30.2,34.1,52.1,3.1,8.7
01.12.2023,2023-12-01,6,SEN-002,Boelckestraße,52.4601,13.3849,1223,892,78,108,145,1389,24.4,24.9,19.1,28.8,34.2,53.2,3.0,5.6
01.12.2023,2023-12-01,7,SEN-002,Boelckestraße,52.4601,13.3849,2333,1653,138,197,345,2401,26.5,27.2,21.7,30.9,34.9,50.7,2.9,7.3
01.12.2023,2023-12-01,8,SEN-002,Boelckestraße,52.4601,13.3849,2795,1933,160,207,495,3175,23.6,23.0,20.6,28.7,32.4,53.2,2.7,8.3
01.12.2023,2023-12-01,9,SEN-002,Boelckestraße,52.4601,13.3849,2280,1712,132,187,249,2514,24.8,24.7,22.8,28.7,35.7,52.4,2.8,5.2
01.12.2023,2023-12-01,10,SEN-002,Boelckestraße,52.4601,13.3849,1254,855,79,117,203,1315,22.8,22.4,19.0,26.7,33.3,51.2,3.1,7.9
01.12.2023,2023-12-01,11,SEN-002,Boelckestraße,52.4601,13.3849,433,327,28,35,43,470,24.4,24.2,23.2,29.7,36.2,52.0,3.1,4.8
01.12.2023,2023-12-01,12,SEN-002,Boelckestraße,52.4601,13.3849,135,100,10,12,13,171,25.9,27.3,18.4,30.2,32.7,55.9,3.3,4.2
01.12.2023,2023-12-01,13,SEN-002,Boelckestraße,52.4601,13.3849,98,70,8,7,13,120,28.2,28.6,26.5,33.7,32.1,55.0,3.7,6.0
01.12.2023,2023-12-01,14,SEN-002,Boelckestraße,52.4601,13.3849,299,212,20,25,42,340,27.5,29.5,17.3,32.0,33.2,53.2,3.1,6.6
01.12.2023,2023-12-01,15,SEN-002,Boelckestraße,52.4601,13.3849,941,660,61,83,137,1043,25.7,26.1,22.0,30.3,33.3,52.6,3.1,6.9
01.12.2023,2023-12-01,16,SEN-002,Boelckestraße,52.4601,13.3849,2227,1665,109,205,248,2487,23.3,22.9,22.0,26.7,35.3,52.8,2.3,5.3
01.12.2023,2023-12-01,17,SEN-002,Boelckestraße,52.4601,13.3849,3406,2327,204,302,573,3927,21.2,20.8,15.3,24.7,31.7,53.6,2.8,7.8
01.12.2023,2023-12-01,18,SEN-002,Boelckestraße,52.4601,13.3849,3443,2581,237,306,319,3643,20.8,19.8,21.5,25.0,36.4,51.4,3.3,4.5
01.12.2023,2023-12-01,19,SEN-002,Boelckestraße,52.4601,13.3849,2316,1741,122,166,287,2389,24.7,25.1,18.8,29.8,37.0,50.8,2.6,6.1
01.12.2023,2023-12-01,20,SEN-002,Boelckestraße,52.4601,13.3849,933,647,45,65,176,1049,27.4,28.2,21.9,31.5,32.6,52.9,2.3,8.9
01.12.2023,2023-12-01,21,SEN-002,Boelckestraße,52.4601,13.3849,298,205,21,22,50,319,28.3,29.6,22.5,32.3,33.2,51.7,3.4,8.1
01.12.2023,2023-12-01,22,SEN-002,Boelckestraße,52.4601,13.3849,92,62,6,7,17,116,30.8,32.7,25.7,36.3,29.8,55.8,2.9,8.2
01.12.2023,2023-12-01,23,SEN-002,Boelckestraße,52.4601,13.3849,62,47,4,5,6,58,27.5,28.1,24.2,31.3,39.2,48.3,3.3,5.0
02.12.2023,2023-12-02,0,SEN-002,Boelckestraße,52.4601,13.3849,40,30,2,2,6,38,32.5,34.1,26.9,38.5,38.5,48.7,2.6,7.7
02.12.2023,2023-12-02,1,SEN-002,Boelckestraße,52.4601,13.3849,50,36,2,3,9,60,28.2,28.7,25.2,33.9,32.7,54.5,1.8,8.2
02.12.2023,2023-12-02,2,SEN-002,Boelckestraße,52.4601,13.3849,43,30,2,3,8,52,27.8,28.1,25.9,31.5,31.6,54.7,2.1,8.4
02.12.2023,2023-12-02,3,SEN-002,Boelckestraße,52.4601,13.3849,51,37,3,4,7,56,30.4,32.0,24.5,34.6,34.6,52.3,2.8,6.5
02.12.2023,2023-12-02,4,SEN-002,Boelckestraße,52.4601,13.3849,76,52,4,6,14,120,29.6,32.3,18.1,35.5,26.5,61.2,2.0,7.1
02.12.2023,2023-12-02,5,SEN-002,Boelckestraße,52.4601,13.3849,303,200,16,28,59,375,26.5,26.6,23.7,31.2,29.5,55.3,2.4,8.7
02.12.2023,2023-12-02,6,SEN-002,Boelckestraße,52.4601,13.3849,866,646,48,67,105,982,24.4,24.3,22.0,29.6,35.0,53.1,2.6,5.7
02.12.2023,2023-12-02,7,SEN-002,Boelckestraße,52.4601,13.3849,1624,1152,85,128,259,1982,21.5,20.5,18.8,25.5,31.9,55.0,2.4,7.2
02.12.2023,2023-12-02,8,SEN-002,Boelckestraße,52.4601,13.3849,2013,1387,100,148,378,2397,21.2,19.9,18.2,25.2,31.5,54.4,2.3,8.6
02.12.2023,2023-12-02,9,SEN-002,Boelckestraße,52.4601,13.3849,1620,1143,101,148,228,1960,24.1,24.1,20.6,28.8,31.9,54.7,2.8,6.4
02.12.2023,2023-12-02,10,SEN-002,Boelckestraße,52.4601,13.3849,920,730,44,70,76,1049,29.7,31.0,22.9,34.1,37.1,53.3,2.2,3.9
02.12.2023,2023-12-02,11,SEN-002,Boelckestraße,52.4601,13.3849,308,214,26,20,48,361,29.1,31.1,20.9,33.2,32.0,54.0,3.9,7.2
02.12.2023,2023-12-02,12,SEN-002,Boelckestraße,52.4601,13.3849,83,60,5,7,11,111,33.8,35.8,28.9,40.7,30.9,57.2,2.6,5.7
02.12.2023,2023-12-02,13,SEN-002,Boelckestraße,52.4601,13.3849,80,57,5,6,12,63,27.7,28.0,25.6,31.6,39.9,44.1,3.5,8.4
02.12.2023,2023-12-02,14,SEN-002,Boelckestraße,52.4601,13.3849,226,160,16,19,31,267,22.4,21.1,23.4,25.5,32.5,54.2,3.2,6.3
02.12.2023,2023-12-02,15,SEN-002,Boelckestraße,52.4601,13.3849,692,513,34,53,92,777,27.6,29.5,16.2,31.3,34.9,52.9,2.3,6.3
02.12.2023,2023-12-02,16,SEN-002,Boelckestraße,52.4601,13.3849,1618,1097,103,129,289,1911,24.1,23.5,22.4,27.3,31.1,54.2,2.9,8.2
02.12.2023,2023-12-02,17,SEN-002,Boelckestraße,52.4601,13.3849,2437,1733,133,175,396,2925,20.4,19.1,17.9,23.4,32.3,54.6,2.5,7.4
02.12.2023,2023-12-02,18,SEN-002,Boelckestraße,52.4601,13.3849,2490,1623,187,188,492,2844,19.7,17.0,20.6,23.0,30.4,53.3,3.5,9.2
02.12.2023,2023-12-02,19,SEN-002,Boelckestraße,52.4601,13.3849,1553,1088,75,128,262,1981,27.3,28.9,18.2,32.5,30.8,56.1,2.1,7.4
02.12.2023,2023-12-02,20,SEN-002,Boelckestraße,52.4601,13.3849,652,482,35,45,90,758,25.7,25.9,21.7,30.1,34.2,53.8,2.5,6.4
02.12.2023,2023-12-02,21,SEN-002,Boelckestraße,52.4601,13.3849,206,146,13,16,31,228,26.3,27.4,18.8,31.3,33.6,52.5,3.0,7.1
02.12.2023,2023-12-02,22,SEN-002,Boelckestraße,52.4601,13.3849,60,42,3,5,10,104,26.7,26.9,24.0,31.0,25.6,63.4,1.8,6.1
02.12.2023,2023-12-02,23,SEN-002,Boelckestraße,52.4601,13.3849,45,34,2,2,7,63,28.3,28.7,25.8,33.2,31.5,58.3,1.9,6.5
03.12.2023,2023-12-03,0,SEN-002,Boelckestraße,52.4601,13.3849,40,25,2,3,10,52,27.0,28.2,18.6,31.6,27.2,56.5,2.2,10.9
03.12.2023,2023-12-03,1,SEN-002,Boelckestraße,52.4601,13.3849,35,25,1,2,7,39,29.0,29.9,24.4,34.5,33.8,52.7,1.4,9.5
03.12.2023,2023-12-03,2,SEN-002,Boelckestraße,52.4601,13.3849,46,31,1,3,11,44,24.0,23.0,21.3,27.6,34.4,48.9,1.1,12.2
03.12.2023,2023-12-03,3,SEN-002,Boelckestraße,52.4601,13.3849,54,42,3,3,6,44,27.2,27.2,26.8,32.2,42.9,44.9,3.1,6.1
03.12.2023,2023-12-03,4,SEN-002,Boelckestraße,52.4601,13.3849,107,73,6,8,20,112,26.1,25.5,26.4,31.1,33.3,51.1,2.7,9.1
03.12.2023,2023-12-03,5,SEN-002,Boelckestraße,52.4601,13.3849,346,234,22,27,63,387,30.0,31.9,23.3,35.1,31.9,52.8,3.0,8.6
03.12.2023,2023-12-03,6,SEN-002,Boelckestraße,52.4601,13.3849,895,602,58,71,164,944,26.0,26.6,20.4,31.4,32.7,51.3,3.2,8.9
03.12.2023,2023-12-03,7,SEN-002,Boelckestraße,52.4601,13.3849,1685,1180,61,106,338,1741,23.3,22.2,21.3,28.1,34.4,50.8,1.8,9.9
03.12.2023,2023-12-03,8,SEN-002,Boelckestraße,52.4601,13.3849,2082,1505,131,179,267,2290,21.2,21.3,15.1,24.2,34.4,52.4,3.0,6.1
03.12.2023,2023-12-03,9,SEN-002,Boelckestraße,52.4601,13.3849,1707,1235,73,124,275,1768,24.9,24.4,23.7,29.5,35.5,50.9,2.1,7.9
03.12.2023,2023-12-03,10,SEN-002,Boelckestraße,52.4601,13.3849,886,652,64,59,111,909,29.0,30.0,24.3,34.4,36.3,50.6,3.6,6.2
03.12.2023,2023-12-03,11,SEN-002,Boelckestraße,52.4601,13.3849,346,246,11,32,57,330,21.8,20.5,20.9,25.5,36.4,48.8,1.6,8.4
03.12.2023,2023-12-03,12,SEN-002,Boelckestraße,52.4601,13.3849,89,60,5,8,16,103,26.8,26.2,28.3,31.2,31.2,53.6,2.6,8.3
03.12.2023,2023-12-03,13,SEN-002,Boelckestraße,52.4601,13.3849,79,58,5,6,10,82,27.5,28.1,23.9,32.6,36.0,50.9,3.1,6.2
03.12.2023,2023-12-03,14,SEN-002,Boelckestraße,52.4601,13.3849,197,138,13,18,28,220,31.2,32.6,27.6,37.5,33.1,52.8,3.1,6.7
03.12.2023,2023-12-03,15,SEN-002,Boelckestraße,52.4601,13.3849,646,441,29,45,131,765,27.0,28.0,19.5,30.8,31.3,54.2,2.1,9.3
03.12.2023,2023-12-03,16,SEN-002,Boelckestraße,52.4601,13.3849,1611,1179,99,122,211,1751,27.2,29.2,15.8,31.1,35.1,52.1,2.9,6.3
03.12.2023,2023-12-03,17,SEN-002,Boelckestraße,52.4601,13.3849,2600,1879,173,214,334,2743,25.3,25.7,20.8,30.5,35.2,51.3,3.2,6.3
03.12.2023,2023-12-03,18,SEN-002,Boelckestraße,52.4601,13.3849,2634,1896,181,236,321,2677,21.2,20.4,19.3,25.5,35.7,50.4,3.4,6.0
03.12.2023,2023-12-03,19,SEN-002,Boelckestraße,52.4601,13.3849,1671,1200,106,139,226,1747,27.0,28.2,19.9,30.9,35.1,51.1,3.1,6.6
03.12.2023,2023-12-03,20,SEN-002,Boelckestraße,52.4601,13.3849,736,546,57,53,80,706,21.8,21.2,20.0,26.5,37.9,49.0,4.0,5.5
03.12.2023,2023-12-03,21,SEN-002,Boelckestraße,52.4601,13.3849,219,166,12,21,20,230,26.0,26.7,21.0,31.2,37.0,51.2,2.7,4.5
03.12.2023,2023-12-03,22,SEN-002,Boelckestraße,52.4601,13.3849,75,56,4,6,9,72,30.2,32.0,22.2,36.5,38.1,49.0,2.7,6.1
03.12.2023,2023-12-03,23,SEN-002,Boelckestraße,52.4601,13.3849,47,34,1,3,9,40,24.8,24.1,23.0,28.0,39.1,46.0,1.1,10.3
04.12.2023,2023-12-04,0,SEN-002,Boelckestraße,52.4601,13.3849,53,37,3,4,9,33,27.1,26.6,28.8,32.0,43.0,38.4,3.5,10.5
04.12.2023,2023-12-04,1,SEN-002,Boelckestraße,52.4601,13.3849,54,38,3,4,9,26,25.8,26.2,21.1,29.5,47.5,32.5,3.8,11.2
04.12.2023,2023-12-04,2,SEN-002,Boelckestraße,52.4601,13.3849,66,45,4,4,13,24,30.2,31.1,28.5,34.9,50.0,26.7,4.4,14.4
04.12.2023,2023-12-04,3,SEN-002,Boelckestraße,52.4601,13.3849,45,32,2,4,7,42,26.2,26.1,24.9,31.7,36.8,48.3,2.3,8.0
04.12.2023,2023-12-04,4,SEN-002,Boelckestraße,52.4601,13.3849,144,109,8,12,15,93,25.0,25.6,19.8,28.9,46.0,39.2,3.4,6.3
04.12.2023,2023-12-04,5,SEN-002,Boelckestraße,52.4601,13.3849,427,310,17,30,70,265,27.3,27.5,24.8,32.2,44.8,38.3,2.5,10.1
04.12.2023,2023-12-04,6,SEN-002,Boelckestraße,52.4601,13.3849,1157,854,73,97,133,694,22.4,22.0,19.7,26.1,46.1,37.5,3.9,7.2
04.12.2023,2023-12-04,7,SEN-002,Boelckestraße,52.4601,13.3849,2153,1597,89,178,289,1258,22.9,22.7,18.8,26.8,46.8,36.9,2.6,8.5
04.12.2023,2023-12-04,8,SEN-002,Boelckestraße,52.4601,13.3849,2647,1895,157,218,377,1622,24.1,23.7,22.0,28.6,44.4,38.0,3.7,8.8
04.12.2023,2023-12-04,9,SEN-002,Boelckestraße,52.4601,13.3849,2192,1622,133,190,247,1316,21.9,21.4,20.0,26.6,46.2,37.5,3.8,7.0
04.12.2023,2023-12-04,10,SEN-002,Boelckestraße,52.4601,13.3849,1152,822,72,105,153,677,29.7,32.1,20.0,34.1,44.9,37.0,3.9,8.4
04.12.2023,2023-12-04,11,SEN-002,Boelckestraße,52.4601,13.3849,424,312,29,33,50,261,26.5,26.7,24.4,31.8,45.5,38.1,4.2,7.3
04.12.2023,2023-12-04,12,SEN-002,Boelckestraße,52.4601,13.3849,144,105,9,11,19,61,30.9,31.9,28.3,37.4,51.2,29.8,4.4,9.3
04.12.2023,2023-12-04,13,SEN-002,Boelckestraße,52.4601,13.3849,89,61,6,8,14,70,29.3,29.8,28.7,33.1,38.4,44.0,3.8,8.8
04.12.2023,2023-12-04,14,SEN-002,Boelckestraße,52.4601,13.3849,269,205,17,22,25,183,27.2,28.7,18.9,32.9,45.4,40.5,3.8,5.5
04.12.2023,2023-12-04,15,SEN-002,Boelckestraße,52.4601,13.3849,957,699,66,73,119,527,21.9,21.2,19.9,25.7,47.1,35.5,4.4,8.0
04.12.2023,2023-12-04,16,SEN-002,Boelckestraße,52.4601,13.3849,2184,1605,106,178,295,1255,23.8,24.0,18.0,27.1,46.7,36.5,3.1,8.6
04.12.2023,2023-12-04,17,SEN-002,Boelckestraße,52.4601,13.3849,3411,2514,218,328,351,1936,22.6,23.8,13.8,27.4,47.0,36.2,4.1,6.6
04.12.2023,2023-12-04,18,SEN-002,Boelckestraße,52.4601,13.3849,3421,2380,240,234,567,1948,21.0,20.2,16.9,24.7,44.3,36.3,4.5,10.6
04.12.2023,2023-12-04,19,SEN-002,Boelckestraße,52.4601,13.3849,2180,1571,148,173,288,1336,25.8,26.2,22.2,29.2,44.7,38.0,4.2,8.2
04.12.2023,2023-12-04,20,SEN-002,Boelckestraße,52.4601,13.3849,961,721,59,67,114,567,29.5,30.4,25.8,35.4,47.2,37.1,3.9,7.5
04.12.2023,2023-12-04,21,SEN-002,Boelckestraße,52.4601,13.3849,311,212,14,28,57,180,23.5,21.5,27.3,27.7,43.2,36.7,2.9,11.6
04.12.2023,2023-12-04,22,SEN-002,Boelckestraße,52.4601,13.3849,77,57,4,5,11,52,29.5,30.4,25.5,34.7,44.2,40.3,3.1,8.5
04.12.2023,2023-12-04,23,SEN-002,Boelckestraße,52.4601,13.3849,62,44,3,5,10,33,28.2,29.4,21.9,33.5,46.3,34.7,3.2,10.5
05.12.2023,2023-12-05,0,SEN-002,Boelckestraße,52.4601,13.3849,72,51,4,5,12,55,27.0,27.4,23.0,32.0,40.2,43.3,3.1,9.4
05.12.2023,2023-12-05,1,SEN-002,Boelckestraße,52.4601,13.3849,67,48,3,5,11,64,26.7,27.0,23.0,31.4,36.6,48.9,2.3,8.4
05.12.2023,2023-12-05,2,SEN-002,Boelckestraße,52.4601,13.3849,70,50,4,5,11,58,33.2,35.7,25.6,40.0,39.1,45.3,3.1,8.6
05.12.2023,2023-12-05,3,SEN-002,Boelckestraße,52.4601,13.3849,97,67,5,8,17,86,25.2,25.1,22.3,30.0,36.6,47.0,2.7,9.3
05.12.2023,2023-12-05,4,SEN-002,Boelckestraße,52.4601,13.3849,178,120,13,14,31,175,28.2,29.6,22.5,32.5,34.0,49.6,3.7,8.8
05.12.2023,2023-12-05,5,SEN-002,Boelckestraße,52.4601,13.3849,539,374,31,39,95,509,30.2,33.3,17.0,34.5,35.7,48.6,3.0,9.1
05.12.2023,2023-12-05,6,SEN-002,Boelckestraße,52.4601,13.3849,1502,1106,66,73,257,1391,20.1,18.4,18.6,24.3,38.2,48.1,2.3,8.9
05.12.2023,2023-12-05,7,SEN-002,Boelckestraße,52.4601,13.3849,2788,2087,113,218,370,2700,20.4,18.7,22.3,23.9,38.0,49.2,2.1,6.7
05.12.2023,2023-12-05,8,SEN-002,Boelckestraße,52.4601,13.3849,3556,2497,181,258,620,3403,22.0,21.1,18.5,25.6,35.9,48.9,2.6,8.9
05.12.2023,2023-12-05,9,SEN-002,Boelckestraße,52.4601,13.3849,2876,2093,180,234,369,2576,24.9,25.1,20.8,28.7,38.4,47.2,3.3,6.8
05.12.2023,2023-12-05,10,SEN-002,Boelckestraße,52.4601,13.3849,1387,927,46,99,315,1423,26.7,26.5,25.6,30.6,33.0,50.6,1.6,11.2
05.12.2023,2023-12-05,11,SEN-002,Boelckestraße,52.4601,13.3849,520,388,26,41,65,474,26.7,27.0,23.5,31.7,39.0,47.7,2.6,6.5
05.12.2023,2023-12-05,12,SEN-002,Boelckestraße,52.4601,13.3849,173,121,14,13,25,155,29.3,30.7,24.4,34.4,36.9,47.3,4.3,7.6
05.12.2023,2023-12-05,13,SEN-002,Boelckestraße,52.4601,13.3849,154,112,8,12,22,145,26.0,25.5,26.9,31.5,37.5,48.5,2.7,7.4
05.12.2023,2023-12-05,14,SEN-002,Boelckestraße,52.4601,13.3849,349,244,23,32,50,343,28.5,30.0,22.0,33.8,35.3,49.6,3.3,7.2
05.12.2023,2023-12-05,15,SEN-002,Boelckestraße,52.4601,13.3849,1173,858,77,89,149,1093,25.5,25.4,23.8,30.5,37.9,48.2,3.4,6.6
05.12.2023,2023-12-05,16,SEN-002,Boelckestraße,52.4601,13.3849,2704,1856,174,207,467,2704,23.7,24.3,15.5,27.2,34.3,50.0,3.2,8.6
05.12.2023,2023-12-05,17,SEN-002,Boelckestraße,52.4601,13.3849,4279,3072,238,374,595,4103,23.8,24.4,16.4,28.7,36.6,49.0,2.8,7.1
05.12.2023,2023-12-05,18,SEN-002,Boelckestraße,52.4601,13.3849,4278,3093,197,319,669,4121,23.0,22.4,20.4,26.4,36.8,49.1,2.3,8.0
05.12.2023,2023-12-05,19,SEN-002,Boelckestraße,52.4601,13.3849,2801,2115,213,207,266,2622,25.2,26.6,16.7,29.7,39.0,48.3,3.9,4.9
05.12.2023,2023-12-05,20,SEN-002,Boelckestraße,52.4601,13.3849,1217,886,67,82,182,1153,24.4,24.7,18.4,28.7,37.4,48.6,2.8,7.7
05.12.2023,2023-12-05,21,SEN-002,Boelckestraße,52.4601,13.3849,393,285,26,29,53,339,27.5,27.5,27.0,31.5,38.9,46.3,3.6,7.2
05.12.2023,2023-12-05,22,SEN-002,Boelckestraße,52.4601,13.3849,120,81,7,7,25,106,31.0,33.0,25.0,35.9,35.8,46.9,3.1,11.1
05.12.2023,2023-12-05,23,SEN-002,Boelckestraße,52.4601,13.3849,79,57,4,6,12,52,33.3,35.2,29.0,39.1,43.5,39.7,3.1,9.2
06.12.2023,2023-12-06,0,SEN-002,Boelckestraße,52.4601,13.3849,61,43,3,5,10,78,26.0,25.5,26.5,29.8,30.9,56.1,2.2,7.2
06.12.2023,2023-12-06,1,SEN-002,Boelckestraße,52.4601,13.3849,50,34,2,4,10,89,30.0,32.3,20.5,35.4,24.5,64.0,1.4,7.2
06.12.2023,2023-12-06,2,SEN-002,Boelckestraße,52.4601,13.3849,62,45,3,4,10,72,26.4,28.1,13.6,31.1,33.6,53.7,2.2,7.5
06.12.2023,2023-12-06,3,SEN-002,Boelckestraße,52.4601,13.3849,69,49,4,4,12,84,24.6,23.9,24.2,29.9,32.0,54.9,2.6,7.8
06.12.2023,2023-12-06,4,SEN-002,Boelckestraße,52.4601,13.3849,151,102,11,12,26,188,27.4,27.9,24.4,31.6,30.1,55.5,3.2,7.7
06.12.2023,2023-12-06,5,SEN-002,Boelckestraße,52.4601,13.3849,478,358,31,29,60,542,29.0,30.2,22.5,33.3,35.1,53.1,3.0,5.9
06.12.2023,2023-12-06,6,SEN-002,Boelckestraße,52.4601,13.3849,1337,1003,76,105,153,1564,25.2,25.5,21.2,29.4,34.6,53.9,2.6,5.3
06.12.2023,2023-12-06,7,SEN-002,Boelckestraße,52.4601,13.3849,2602,2005,148,151,298,3068,25.8,26.6,18.4,30.1,35.4,54.1,2.6,5.3
06.12.2023,2023-12-06,8,SEN-002,Boelckestraße,52.4601,13.3849,3209,2334,160,277,438,3785,20.3,19.4,17.5,23.9,33.4,54.1,2.3,6.3
06.12.2023,2023-12-06,9,SEN-002,Boelckestraße,52.4601,13.3849,2550,1815,163,240,332,3077,26.3,28.3,16.0,31.7,32.3,54.7,2.9,5.9
06.12.2023,2023-12-06,10,SEN-002,Boelckestraße,52.4601,13.3849,1361,1010,73,113,165,1588,25.7,25.0,27.3,29.5,34.2,53.8,2.5,5.6
06.12.2023,2023-12-06,11,SEN-002,Boelckestraße,52.4601,13.3849,492,355,32,40,65,550,26.9,27.1,24.8,30.5,34.1,52.8,3.1,6.2
06.12.2023,2023-12-06,12,SEN-002,Boelckestraße,52.4601,13.3849,152,105,7,12,28,208,26.8,27.1,23.4,32.6,29.2,57.8,1.9,7.8
06.12.2023,2023-12-06,13,SEN-002,Boelckestraße,52.4601,13.3849,136,98,9,11,18,126,27.4,29.1,18.3,32.7,37.4,48.1,3.4,6.9
06.12.2023,2023-12-06,14,SEN-002,Boelckestraße,52.4601,13.3849,319,210,18,25,66,418,25.2,25.5,19.3,30.3,28.5,56.7,2.4,9.0
06.12.2023,2023-12-06,15,SEN-002,Boelckestraße,52.4601,13.3849,1013,754,58,66,135,1269,26.2,26.8,20.6,30.0,33.0,55.6,2.5,5.9
06.12.2023,2023-12-06,16,SEN-002,Boelckestraße,52.4601,13.3849,2539,1875,120,232,312,3011,22.6,22.5,18.6,26.3,33.8,54.3,2.2,5.6
06.12.2023,2023-12-06,17,SEN-002,Boelckestraße,52.4601,13.3849,3885,2857,235,386,407,4663,20.1,19.2,19.0,24.2,33.4,54.6,2.7,4.8
06.12.2023,2023-12-06,18,SEN-002,Boelckestraße,52.4601,13.3849,3861,2758,156,342,605,4594,22.0,22.2,13.3,25.1,32.6,54.3,1.8,7.2
06.12.2023,2023-12-06,19,SEN-002,Boelckestraße,52.4601,13.3849,2494,1827,101,150,416,2956,23.8,23.6,18.3,27.6,33.5,54.2,1.9,7.6
06.12.2023,2023-12-06,20,SEN-002,Boelckestraße,52.4601,13.3849,1074,767,69,90,148,1283,26.4,26.4,25.1,29.9,32.5,54.4,2.9,6.3
06.12.2023,2023-12-06,21,SEN-002,Boelckestraße,52.4601,13.3849,311,225,21,26,39,387,25.4,25.5,22.7,29.7,32.2,55.4,3.0,5.6
06.12.2023,2023-12-06,22,SEN-002,Boelckestraße,52.4601,13.3849,99,71,5,8,15,120,26.4,25.9,27.0,30.3,32.4,54.8,2.3,6.8
06.12.2023,2023-12-06,23,SEN-002,Boelckestraße,52.4601,13.3849,63,44,3,4,12,75,30.7,32.4,25.0,36.4,31.9,54.3,2.2,8.7
08.12.2023,2023-12-08,0,SEN-002,Boelckestraße,52.4601,13.3849,55,40,3,5,7,44,25.5,25.7,22.6,29.0,40.4,44.4,3.0,7.1
08.12.2023,2023-12-08,1,SEN-002,Boelckestraße,52.4601,13.3849,57,43,3,4,7,29,26.4,27.1,20.1,31.8,50.0,33.7,3.5,8.1
08.12.2023,2023-12-08,2,SEN-002,Boelckestraße,52.4601,13.3849,58,44,2,4,8,53,30.8,32.6,21.4,36.9,39.6,47.7,1.8,7.2
08.12.2023,2023-12-08,3,SEN-002,Boelckestraße,52.4601,13.3849,62,43,3,5,11,55,30.0,31.0,27.6,36.2,36.8,47.0,2.6,9.4
08.12.2023,2023-12-08,4,SEN-002,Boelckestraße,52.4601,13.3849,136,94,8,10,24,99,27.4,27.8,24.5,33.3,40.0,42.1,3.4,10.2
08.12.2023,2023-12-08,5,SEN-002,Boelckestraße,52.4601,13.3849,376,268,19,37,52,361,19.9,18.1,21.1,24.0,36.4,49.0,2.6,7.1
08.12.2023,2023-12-08,6,SEN-002,Boelckestraße,52.4601,13.3849,1061,755,58,74,174,1013,25.0,24.5,23.8,29.8,36.4,48.8,2.8,8.4
08.12.2023,2023-12-08,7,SEN-002,Boelckestraße,52.4601,13.3849,2075,1474,149,140,312,1889,25.4,24.7,26.2,29.3,37.2,47.7,3.8,7.9
08.12.2023,2023-12-08,8,SEN-002,Boelckestraße,52.4601,13.3849,2527,1845,166,212,304,2413,21.2,20.7,18.0,24.2,37.3,48.8,3.4,6.2
08.12.2023,2023-12-08,9,SEN-002,Boelckestraße,52.4601,13.3849,2093,1520,117,175,281,2024,24.2,24.0,21.3,27.9,36.9,49.2,2.8,6.8
08.12.2023,2023-12-08,10,SEN-002,Boelckestraße,52.4601,13.3849,1110,764,81,90,175,1014,25.7,26.5,19.8,29.4,36.0,47.7,3.8,8.2
08.12.2023,2023-12-08,11,SEN-002,Boelckestraße,52.4601,13.3849,407,305,27,35,40,373,31.9,33.5,26.3,37.3,39.1,47.8,3.5,5.1
08.12.2023,2023-12-08,12,SEN-002,Boelckestraße,52.4601,13.3849,127,93,8,10,16,135,25.3,25.7,20.9,30.2,35.5,51.5,3.1,6.1
08.12.2023,2023-12-08,13,SEN-002,Boelckestraße,52.4601,13.3849,97,71,6,7,13,101,26.5,26.2,27.0,30.2,35.9,51.0,3.0,6.6
08.12.2023,2023-12-08,14,SEN-002,Boelckestraße,52.4601,13.3849,271,196,13,23,39,222,30.4,32.1,23.8,35.1,39.8,45.0,2.6,7.9
08.12.2023,2023-12-08,15,SEN-002,Boelckestraße,52.4601,13.3849,843,614,66,73,90,834,26.0,26.7,21.9,29.9,36.6,49.7,3.9,5.4
08.12.2023,2023-12-08,16,SEN-002,Boelckestraße,52.4601,13.3849,1941,1396,120,153,272,1862,22.4,21.6,20.9,27.0,36.7,49.0,3.2,7.2
